+,25/11/2016,14:36:01,dbbb189,172.30.102.192,,,DC++ 0.851,178.49 GiBs,P,0.01
-,25/11/2016,14:36:22,gogogo,172.30.101.28,,,ApexDC++ 1.6.2,28.08 GiBs,A,0.1
+,25/11/2016,14:39:14,007pc,172.20.44.198,,,ApexDC++ 1.6.0,138.70 GiBs,P,0.1
-,25/11/2016,14:41:47,kudo,172.30.102.97,,,DC++ 0.863,28.11 GiBs,P,0.005
+,25/11/2016,14:41:49,kudo,172.30.102.97,,,DC++ 0.863,28.11 GiBs,P,0.005
-,25/11/2016,14:42:12,kudo,172.30.102.97,,,DC++ 0.863,28.11 GiBs,P,0.005
+,25/11/2016,14:45:57,muller,172.30.104.170,,,DC++ 0.851,30.67 GiBs,P,0.005
+,25/11/2016,14:49:25,RAKESHK,172.30.100.155,,,DC++ 0.851,97.36 GiBs,A,0.005
-,25/11/2016,14:50:00,RAKESHK,172.30.100.155,,,DC++ 0.851,97.36 GiBs,A,0.005
+,25/11/2016,14:50:01,RAKESHK,172.30.100.155,,,DC++ 0.851,97.36 GiBs,P,0.005
+,25/11/2016,14:50:14,[A]v3nGeR,172.30.103.30,,,DC++ 0.863,26.41 GiBs,A,0.005
-,25/11/2016,14:50:17,kiru,172.20.23.55,,bhanodaya@nitw.ac.in,DC++ 0.782,25.39 GiBs,P,0.005
-,25/11/2016,14:52:43,dbbb189,172.30.102.192,,,DC++ 0.851,178.49 GiBs,P,0.01
-,25/11/2016,14:54:42,TheGreenArrow,172.30.106.52,,,DC++ 0.843,64.99 GiBs,A,0.005
-,25/11/2016,14:56:08,SRC,172.30.122.53,,,DC++ 0.851,23.71 GiBs,P,50
+,25/11/2016,14:56:10,SRC,172.30.122.53,,,DC++ 0.851,23.71 GiBs,P,50
-,25/11/2016,15:02:43,[A]v3nGeR,172.30.103.30,,,DC++ 0.863,26.41 GiBs,P,0.005
+,25/11/2016,15:02:45,srt,172.30.120.202,,,DC++ 0.860,21.92 GiBs,A,0.005
+,25/11/2016,15:03:23,dbbb189,172.30.102.192,,,DC++ 0.851,178.49 GiBs,P,0.01
+,25/11/2016,15:05:03,[A]v3nGeR,172.30.103.30,,,DC++ 0.863,26.41 GiBs,P,0.005
-,25/11/2016,15:05:27,srt,172.30.120.202,,,DC++ 0.860,21.92 GiBs,A,0.005
+,25/11/2016,15:07:27,ogtt,172.20.56.68,,,DC++ 0.843,138.41 GiBs,P,0.005
-,25/11/2016,15:08:45,RAKESHK,172.30.100.155,,,DC++ 0.851,97.36 GiBs,P,0.005
+,25/11/2016,15:08:47,RAKESHK,172.30.100.155,,,DC++ 0.851,97.36 GiBs,P,0.005
+,25/11/2016,15:12:22,nb11,172.30.105.133,,,DC++ 0.831,20.12 GiBs,P,0.005
+,25/11/2016,15:13:20,srt,172.30.120.202,,,DC++ 0.863,22.01 GiBs,A,0.005
-,25/11/2016,15:13:41,dbbb189,172.30.102.192,,,DC++ 0.851,178.49 GiBs,P,0.01
-,25/11/2016,15:14:24,nb11,172.30.105.133,,,DC++ 0.831,20.12 GiBs,P,0.005
+,25/11/2016,15:15:17,guess,172.30.128.201,,,DC++ 0.843,36.37 GiBs,A,0.005
-,25/11/2016,15:16:39,rrr,172.30.103.92,,,DC++ 0.851,121.08 GiBs,P,0.005
-,25/11/2016,15:17:24,[A]v3nGeR,172.30.103.30,,,DC++ 0.863,26.41 GiBs,P,0.005
-,25/11/2016,15:18:25,sg,172.30.148.56,,,DC++ 0.860,83.45 GiBs,A,0.005
+,25/11/2016,15:18:37,sg,172.30.148.56,,,DC++ 0.860,64.32 GiBs,A,0.005
+,25/11/2016,15:19:33,dbbb189,172.30.102.192,,,DC++ 0.851,178.49 GiBs,P,0.01
-,25/11/2016,15:19:50,guess,172.30.128.201,,,DC++ 0.843,36.37 GiBs,P,0.005
-,25/11/2016,15:24:38,007pc,172.20.44.198,,,ApexDC++ 1.6.0,138.70 GiBs,P,0.1
-,25/11/2016,15:25:00,qwertr,172.30.107.95,qwewe,awerdfv,DC++ 0.862,155.90 GiBs,P,0.005
-,25/11/2016,15:30:00,srt,172.30.120.202,,,DC++ 0.863,22.01 GiBs,P,0.005
+,25/11/2016,15:30:02,srt,172.30.120.202,,,DC++ 0.863,22.01 GiBs,P,0.005
-,25/11/2016,15:30:36,srt,172.30.120.202,,,DC++ 0.863,22.01 GiBs,P,0.005
+,25/11/2016,15:30:55,youtube,172.30.100.61,,,DC++ 0.830,66.05 GiBs,A,0.005
-,25/11/2016,15:31:04,RAKESHK,172.30.100.155,,,DC++ 0.851,97.36 GiBs,P,0.005
+,25/11/2016,15:36:05,IronMan1,172.30.103.62,,,DC++ 0.851,28.60 GiBs,A,0.005
-,25/11/2016,15:36:31,IronMan1,172.30.103.62,,,DC++ 0.851,28.60 GiBs,A,0.005
-,25/11/2016,15:38:40,SRC,172.30.122.53,,,DC++ 0.851,23.71 GiBs,P,50
+,25/11/2016,15:39:29,nani333,172.30.104.188,,,DC++ 0.863,31.86 GiBs,A,0.5
-,25/11/2016,15:50:21,nani333,172.30.104.188,,,DC++ 0.863,31.86 GiBs,P,0.5
+,25/11/2016,15:50:40,ertty,172.30.106.110,,,ApexDC++ 1.6.0,48.24 GiBs,A,0.1
+,25/11/2016,15:52:56,Mks,172.30.104.138,,,DC++ 0.851,61.83 GiBs,A,0.005
+,25/11/2016,15:58:26,nb11,172.30.105.133,,,DC++ 0.831,20.12 GiBs,A,0.005
-,25/11/2016,15:59:00,nb11,172.30.105.133,,,DC++ 0.831,20.12 GiBs,A,0.005
-,25/11/2016,15:59:28,GOKU,172.30.121.14,,,DC++ 0.851,106.01 GiBs,P,0.005
+,25/11/2016,16:01:15,TheGreenArrow,172.30.106.52,,,DC++ 0.843,64.99 GiBs,A,0.005
+,25/11/2016,16:03:30,loki,172.30.100.190,,,DC++ 0.851,187.60 GiBs,A,0.005
-,25/11/2016,16:04:28,loki,172.30.100.190,,,DC++ 0.851,187.60 GiBs,A,0.005
+,25/11/2016,16:05:02,Zod,172.30.120.139,,,DC++ 0.831,183.98 GiBs,A,0.005
-,25/11/2016,16:05:28,Zod,172.30.120.139,,,DC++ 0.831,183.98 GiBs,A,0.005
-,25/11/2016,16:05:45,Zombie123,172.20.56.21,,,DC++ 0.850,222.35 GiBs,P,0.005
+,25/11/2016,16:06:32,IronMan1,172.30.103.62,,,DC++ 0.851,28.60 GiBs,A,0.005
-,25/11/2016,16:07:03,IronMan1,172.30.103.62,,,DC++ 0.851,28.60 GiBs,A,0.005
-,25/11/2016,16:12:45,ghanta,172.30.106.159,,,DC++ 0.851,46.96 GiBs,P,0.005
-,25/11/2016,16:12:45,luffypi,172.30.100.52,,,DC++ 0.831,26.69 GiBs,P,0.005
+,25/11/2016,16:14:00,luffypi,172.30.100.52,,,DC++ 0.831,26.69 GiBs,P,0.005
+,25/11/2016,16:20:51,Clown,172.30.107.3,,,DC++ 0.851,69.08 GiBs,P,0.005
+,25/11/2016,16:27:02,ADIT_12,172.30.101.52,,,DC++ 0.851,41.36 GiBs,P,0.005
+,25/11/2016,16:32:28,Prankster1,172.30.103.149,,,DC++ 0.851,120.18 GiBs,A,0.005
+,25/11/2016,16:35:02,premam143,172.30.121.208,,,DC++ 0.863,30.95 GiBs,A,0.005
-,25/11/2016,16:37:12,muller,172.30.104.170,,,DC++ 0.851,30.67 GiBs,P,0.005
-,25/11/2016,16:42:34,youtube,172.30.100.61,,,DC++ 0.830,66.05 GiBs,P,0.005
+,25/11/2016,16:47:15,youtube,172.30.100.61,,,DC++ 0.830,66.05 GiBs,A,0.005
-,25/11/2016,16:48:11,TheGreenArrow,172.30.106.52,,,DC++ 0.843,64.99 GiBs,A,0.005
-,25/11/2016,16:48:11,luffypi,172.30.100.52,,,DC++ 0.831,26.69 GiBs,P,0.005
+,25/11/2016,16:50:07,luffypi,172.30.100.52,,,DC++ 0.831,26.69 GiBs,P,0.005
+,25/11/2016,16:51:03,RockSt@r,172.30.144.247,,,DC++ 0.851,20.54 GiBs,A,0.005
-,25/11/2016,16:56:31,ogtt,172.20.56.68,,,DC++ 0.843,138.41 GiBs,P,0.005
-,25/11/2016,16:56:52,premam143,172.30.121.208,,,DC++ 0.863,30.95 GiBs,P,0.005
-,25/11/2016,16:56:52,ann,172.30.121.189,,,DC++ 0.862,88.66 GiBs,P,0.005
+,25/11/2016,16:57:07,premam143,172.30.121.208,,,DC++ 0.863,30.95 GiBs,P,0.005
+,25/11/2016,16:57:44,qwertr,172.30.107.95,qwewe,awerdfv,DC++ 0.862,155.90 GiBs,P,0.005
+,25/11/2016,16:58:24,sumitnitw,172.30.144.87, ,,EiskaltDC++ 2.2.9,23.56 GiBs,A,20
-,25/11/2016,16:59:11,Prankster1,172.30.103.149,,,DC++ 0.851,120.18 GiBs,P,0.005
+,25/11/2016,17:00:51,Prankster1,172.30.103.149,,,DC++ 0.851,120.18 GiBs,A,0.005
-,25/11/2016,17:01:46,luffypi,172.30.100.52,,,DC++ 0.831,26.69 GiBs,P,0.005
+,25/11/2016,17:02:51,kudo,172.30.102.97,,,DC++ 0.863,28.11 GiBs,A,0.005
+,25/11/2016,17:07:42,#pilot,172.30.100.57,,,DC++ 0.851,35.87 GiBs,A,0.005
-,25/11/2016,17:08:26,premam143,172.30.121.208,,,DC++ 0.863,30.95 GiBs,P,0.005
+,25/11/2016,17:08:57,4567112233,172.20.45.163,,,DC++ 0.851,190.80 GiBs,A,0.005
-,25/11/2016,17:12:51,4567112233,172.20.45.163,,,DC++ 0.851,190.80 GiBs,P,0.005
+,25/11/2016,17:14:08,4567112233,172.20.45.163,,,DC++ 0.863,190.80 GiBs,A,0.005
-,25/11/2016,17:14:14,4567112233,172.20.45.163,,,DC++ 0.863,190.80 GiBs,A,0.005
-,25/11/2016,17:15:10,Prankster1,172.30.103.149,,,DC++ 0.851,120.18 GiBs,P,0.005
+,25/11/2016,17:15:34,nani333,172.30.104.188,,,DC++ 0.863,31.86 GiBs,A,0.5
-,25/11/2016,17:15:47,nani333,172.30.104.188,,,DC++ 0.863,31.86 GiBs,A,0.5
+,25/11/2016,17:23:44,roger,172.30.102.178,,,DC++ 0.863,33.39 GiBs,A,0.005
+,25/11/2016,17:24:09,IronMan1,172.30.103.62,,,DC++ 0.851,28.60 GiBs,A,0.005
-,25/11/2016,17:26:18,roger,172.30.102.178,,,DC++ 0.863,33.39 GiBs,P,0.005
-,25/11/2016,17:26:31,IronMan1,172.30.103.62,,,DC++ 0.851,28.60 GiBs,P,0.005
-,25/11/2016,17:27:32,ertty,172.30.106.110,,,ApexDC++ 1.6.0,48.24 GiBs,A,0.1
-,25/11/2016,17:29:17,goldenstates,172.30.103.24,,,DC++ 0.843,160.08 GiBs,A,0.005
+,25/11/2016,17:30:16,DEVESH,172.30.104.142,,,DC++ 0.851,54.14 GiBs,A,0.005
+,25/11/2016,17:37:51,RAKESHK,172.30.100.155,,,DC++ 0.851,97.36 GiBs,A,0.005
-,25/11/2016,17:38:10,RAKESHK,172.30.100.155,,,DC++ 0.851,97.36 GiBs,A,0.005
+,25/11/2016,17:38:12,RAKESHK,172.30.100.155,,,DC++ 0.851,97.36 GiBs,A,0.005
-,25/11/2016,17:38:18,RAKESHK,172.30.100.155,,,DC++ 0.851,97.36 GiBs,A,0.005
+,25/11/2016,17:38:19,RAKESHK,172.30.100.155,,,DC++ 0.851,97.36 GiBs,A,0.005
-,25/11/2016,17:38:55,RAKESHK,172.30.100.155,,,DC++ 0.851,97.36 GiBs,P,0.005
+,25/11/2016,17:46:43,GOKU,172.30.121.14,,,DC++ 0.851,106.01 GiBs,A,0.005
+,25/11/2016,17:47:27,bravo,172.30.120.148,,,DC++ 0.851,36.03 GiBs,A,0.005
-,25/11/2016,17:50:09,kudo,172.30.102.97,,,DC++ 0.863,28.11 GiBs,P,0.005
-,25/11/2016,17:56:35,youtube,172.30.100.61,,,DC++ 0.830,67.24 GiBs,P,0.005
-,25/11/2016,17:56:37,Argetlam,172.30.105.48,,,DC++ 0.843,285.99 GiBs,A,0.005
-,25/11/2016,17:59:56,GOKU,172.30.121.14,,,DC++ 0.851,106.01 GiBs,P,0.005
+,25/11/2016,18:00:24,GOKU,172.30.121.14,,,DC++ 0.851,106.04 GiBs,P,0.005
+,25/11/2016,18:01:16,BARRY,172.30.100.176,,,DC++ 0.862,47.75 GiBs,A,0.005
+,25/11/2016,18:03:48,ann,172.30.121.189,,,DC++ 0.862,88.66 GiBs,P,0.005
-,25/11/2016,18:06:34,bravo,172.30.120.148,,,DC++ 0.851,36.03 GiBs,A,0.005
+,25/11/2016,18:07:59,kotoamatsukami,172.30.106.69,,,DC++ 0.851,20.78 GiBs,A,1000
-,25/11/2016,18:10:49,#pilot,172.30.100.57,,,DC++ 0.851,53.12 GiBs,P,0.005
-,25/11/2016,18:14:23,DEVESH,172.30.104.142,,,DC++ 0.851,54.14 GiBs,P,0.005
+,25/11/2016,18:15:24,uglytruth,172.30.129.137,,,DC++ 0.851,21.97 GiBs,A,0.005
-,25/11/2016,18:15:45,ADIT_12,172.30.101.52,,,DC++ 0.851,41.36 GiBs,P,0.005
-,25/11/2016,18:16:45,BARRY,172.30.100.176,,,DC++ 0.862,47.75 GiBs,P,0.005
-,25/11/2016,18:19:09,uglytruth,172.30.129.137,,,DC++ 0.851,21.97 GiBs,P,0.005
-,25/11/2016,18:20:30,Hello,172.30.104.106,,,DC++ 0.828,56.61 GiBs,P,1000
+,25/11/2016,18:20:33,Hello,172.30.104.106,,,DC++ 0.828,56.61 GiBs,P,1000
-,25/11/2016,18:21:00,Hello,172.30.104.106,,,DC++ 0.828,56.61 GiBs,P,1000
-,25/11/2016,18:21:46,qwertr,172.30.107.95,qwewe,awerdfv,DC++ 0.862,170.94 GiBs,P,0.005
+,25/11/2016,18:24:14,srt,172.30.120.202,,,DC++ 0.863,21.92 GiBs,A,0.005
+,25/11/2016,18:26:49,unknown,172.30.102.77,,,DC++ 0.863,27.42 GiBs,A,0.005
-,25/11/2016,18:28:51,unknown,172.30.102.77,,,DC++ 0.863,27.42 GiBs,P,0.005
-,25/11/2016,18:32:34,sumitnitw,172.30.144.87, ,,EiskaltDC++ 2.2.9,23.56 GiBs,A,20
+,25/11/2016,18:32:34,john,172.30.135.230,,,DC++ 0.851,20.36 GiBs,P,0.005
-,25/11/2016,18:41:27,john,172.30.135.230,,,DC++ 0.851,20.36 GiBs,P,0.005
+,25/11/2016,18:41:47,Hello,172.30.104.106,,,DC++ 0.828,56.61 GiBs,A,1000
+,25/11/2016,18:43:13,sumitnitw,172.30.144.87, ,,EiskaltDC++ 2.2.9,23.56 GiBs,A,20
-,25/11/2016,18:45:51,sg,172.30.148.56,,,DC++ 0.860,77.08 GiBs,A,0.005
-,25/11/2016,18:45:52,sumitnitw,172.30.144.87, ,,EiskaltDC++ 2.2.9,23.56 GiBs,A,20
+,25/11/2016,18:45:57,LeKeNikal,172.30.102.105,,,DC++ 0.850,227.15 GiBs,A,0.005
+,25/11/2016,18:46:39,urban___dragon,172.30.120.188,,,DC++ 0.851,22.85 GiBs,A,0.005
-,25/11/2016,18:46:58,urban___dragon,172.30.120.188,,,DC++ 0.851,22.85 GiBs,A,0.005
+,25/11/2016,18:48:40,IchigoKurosaki,172.30.101.118,,,DC++ 0.862,436.50 GiBs,A,1000
-,25/11/2016,18:49:15,IchigoKurosaki,172.30.101.118,,,DC++ 0.862,436.50 GiBs,A,1000
-,25/11/2016,18:52:22,kotoamatsukami,172.30.106.69,,,DC++ 0.851,20.78 GiBs,A,1000
+,25/11/2016,18:53:52,kotoamatsukami,172.30.106.69,,,DC++ 0.851,20.78 GiBs,A,1000
+,25/11/2016,18:55:12,Broo,172.30.100.89,,,DC++ 0.851,28.64 GiBs,A,0.005
-,25/11/2016,18:56:32,Broo,172.30.100.89,,,DC++ 0.851,28.64 GiBs,A,0.005
+,25/11/2016,18:57:40,Broo,172.30.100.89,,,DC++ 0.851,28.64 GiBs,A,0.005
-,25/11/2016,19:01:55,dbbb189,172.30.102.192,,,DC++ 0.851,178.49 GiBs,P,0.01
+,25/11/2016,19:01:56,dbbb189,172.30.102.192,,,DC++ 0.851,178.49 GiBs,P,0.01
-,25/11/2016,19:04:32,dbbb189,172.30.102.192,,,DC++ 0.851,178.49 GiBs,P,0.01
-,25/11/2016,19:06:46,kotoamatsukami,172.30.106.69,,,DC++ 0.851,20.78 GiBs,A,1000
+,25/11/2016,19:07:22,Zod,172.30.120.139,,,DC++ 0.831,23.05 GiBs,A,0.005
+,25/11/2016,19:08:22,kotoamatsukami,172.30.106.69,,,DC++ 0.851,20.78 GiBs,A,1000
+,25/11/2016,19:09:43,ALBI,172.30.104.176,,,DC++ 0.843,38.04 GiBs,A,0.005
+,25/11/2016,19:12:10,chintu,172.30.103.163,,,DC++ 0.831,93.92 GiBs,P,0.005
-,25/11/2016,19:12:31,RockSt@r,172.30.144.247,,,DC++ 0.851,20.54 GiBs,P,0.005
-,25/11/2016,19:12:54,Zod,172.30.120.139,,,DC++ 0.831,23.05 GiBs,A,0.005
-,25/11/2016,19:15:00,chintu,172.30.103.163,,,DC++ 0.831,93.92 GiBs,P,0.005
+,25/11/2016,19:15:02,chintu,172.30.103.163,,,DC++ 0.831,95.45 GiBs,P,0.005
-,25/11/2016,19:20:34,GOKU,172.30.121.14,,,DC++ 0.851,106.04 GiBs,P,0.005
+,25/11/2016,19:24:04,john,172.30.135.230,,,DC++ 0.851,28.12 GiBs,A,0.005
+,25/11/2016,19:30:18,asdf;lkj,172.30.101.239,,,DC++ 0.862,37.59 GiBs,A,0.005
-,25/11/2016,19:30:29,asdf;lkj,172.30.101.239,,,DC++ 0.862,37.59 GiBs,A,0.005
+,25/11/2016,19:30:30,asdf;lkj,172.30.101.239,,,DC++ 0.862,37.59 GiBs,P,0.005
-,25/11/2016,19:30:40,chintu,172.30.103.163,,,DC++ 0.831,95.45 GiBs,P,0.005
-,25/11/2016,19:30:55,asdf;lkj,172.30.101.239,,,DC++ 0.862,37.59 GiBs,P,0.005
+,25/11/2016,19:38:00,kenny,172.30.104.151,,,DC++ 0.851,24.16 GiBs,A,0.005
-,25/11/2016,19:38:21,kotoamatsukami,172.30.106.69,,,DC++ 0.851,20.78 GiBs,A,1000
-,25/11/2016,19:39:19,Broo,172.30.100.89,,,DC++ 0.851,28.64 GiBs,A,0.005
+,25/11/2016,19:42:05,kotoamatsukami,172.30.106.69,,,DC++ 0.851,20.78 GiBs,A,1000
-,25/11/2016,19:42:26,1408,172.30.121.64,,,DC++ 0.851,48.43 GiBs,P,0.005
+,25/11/2016,19:43:45,1408,172.30.121.64,,,DC++ 0.851,48.43 GiBs,P,0.005
+,25/11/2016,19:44:16,roger,172.30.102.178,,,DC++ 0.863,33.39 GiBs,A,0.005
+,25/11/2016,19:44:34,1234567890,172.30.128.141,,,DC++ 0.862,21.04 GiBs,A,0.005
-,25/11/2016,19:47:13,roger,172.30.102.178,,,DC++ 0.863,33.39 GiBs,P,0.005
+,25/11/2016,19:53:35,qwertr,172.30.107.95,qwewe,awerdfv,DC++ 0.862,39.04 GiBs,A,0.005
-,25/11/2016,19:56:55,kenny,172.30.104.151,,,DC++ 0.851,36.31 GiBs,A,0.005
-,25/11/2016,19:57:44,ALBI,172.30.104.176,,,DC++ 0.843,38.04 GiBs,A,0.005
-,25/11/2016,19:58:38,john,172.30.135.230,,,DC++ 0.851,28.12 GiBs,P,0.005
+,25/11/2016,20:00:52,uglytruth,172.30.129.137,,,DC++ 0.851,21.97 GiBs,A,0.005
-,25/11/2016,20:01:10,uglytruth,172.30.129.137,,,DC++ 0.851,21.97 GiBs,A,0.005
+,25/11/2016,20:02:32,007pc,172.30.120.232,,,ApexDC++ 1.6.0,138.70 GiBs,A,0.1
+,25/11/2016,20:02:39,dbbb189,172.30.102.192,,,DC++ 0.851,178.49 GiBs,P,0.01
-,25/11/2016,20:05:30,dbbb189,172.30.102.192,,,DC++ 0.851,178.49 GiBs,P,0.01
+,25/11/2016,20:06:16,@hmmm,172.30.129.29,,,DC++ 0.843,65.70 GiBs,P,0.005
+,25/11/2016,20:06:56,dbbb189,172.30.102.192,,,DC++ 0.851,178.49 GiBs,P,0.01
+,25/11/2016,20:08:31,dazzler,172.30.148.213,,,ApexDC++ 1.6.2,81.46 GiBs,A,0.1
-,25/11/2016,20:09:09,dazzler,172.30.148.213,,,ApexDC++ 1.6.2,81.46 GiBs,A,0.1
+,25/11/2016,20:11:22,IronMan1,172.30.103.62,,,DC++ 0.851,28.60 GiBs,P,0.005
-,25/11/2016,20:11:43,IronMan1,172.30.103.62,,,DC++ 0.851,28.60 GiBs,P,0.005
-,25/11/2016,20:12:09,@hmmm,172.30.129.29,,,DC++ 0.843,65.70 GiBs,P,0.005
+,25/11/2016,20:12:20,Zod,172.30.120.139,,,DC++ 0.831,36.61 GiBs,A,0.005
-,25/11/2016,20:12:27,Zod,172.30.120.139,,,DC++ 0.831,36.61 GiBs,A,0.005
+,25/11/2016,20:14:34,IronMan1,172.30.103.62,,,DC++ 0.851,28.60 GiBs,A,0.005
-,25/11/2016,20:14:42,IronMan1,172.30.103.62,,,DC++ 0.851,28.60 GiBs,A,0.005
+,25/11/2016,20:18:02,precious1,172.30.102.114,,,DC++ 0.851,29.08 GiBs,A,0.005
-,25/11/2016,20:18:24,1408,172.30.121.64,,,DC++ 0.851,48.43 GiBs,P,0.005
+,25/11/2016,20:19:49,rishav,172.30.136.51,,rishav@gmail.com,DC++ 0.828,100.86 GiBs,A,2
+,25/11/2016,20:20:07,zeus,172.30.102.153,,,DC++ 0.843,79.26 GiBs,P,0.005
+,25/11/2016,20:20:32,1408,172.30.121.64,,,DC++ 0.851,48.43 GiBs,P,0.005
-,25/11/2016,20:21:08,zeus,172.30.102.153,,,DC++ 0.843,79.26 GiBs,P,0.005
-,25/11/2016,20:23:41,LeKeNikal,172.30.102.105,,,DC++ 0.850,228.53 GiBs,P,0.005
+,25/11/2016,20:24:28,Zod,172.30.120.139,,,DC++ 0.831,36.61 GiBs,A,0.005
+,25/11/2016,20:28:17,AnupamBiswas,172.30.149.76,Tony Stark,,DC++ 0.862,23.36 GiBs,P,1
+,25/11/2016,20:28:20,ghanta,172.30.106.159,,,DC++ 0.851,46.96 GiBs,P,0.005
+,25/11/2016,20:30:09,acemaster,172.30.107.67,,,DC++ 0.75,32.85 GiBs,A,0.02
+,25/11/2016,20:30:53,Banchodda,172.30.149.35,,,DC++ 0.851,37.12 GiBs,A,1000
+,25/11/2016,20:30:59,roger,172.30.102.178,,,DC++ 0.863,33.39 GiBs,A,0.005
-,25/11/2016,20:31:11,acemaster,172.30.107.67,,,DC++ 0.75,32.85 GiBs,A,0.02
-,25/11/2016,20:33:36,Banchodda,172.30.149.35,,,DC++ 0.851,37.12 GiBs,P,1000
-,25/11/2016,20:33:38,roger,172.30.102.178,,,DC++ 0.863,33.39 GiBs,P,0.005
+,25/11/2016,20:34:33,BARRY,172.30.100.176,,,DC++ 0.862,47.75 GiBs,P,0.005
-,25/11/2016,20:40:51,precious1,172.30.102.114,,,DC++ 0.851,29.08 GiBs,P,0.005
-,25/11/2016,20:42:45,Clown,172.30.107.3,,,DC++ 0.851,69.08 GiBs,P,0.005
+,25/11/2016,20:46:48,fsdl,172.30.100.199,,,DC++ 0.851,50.95 GiBs,A,0.005
-,25/11/2016,20:47:08,ann,172.30.121.189,,,DC++ 0.862,88.73 GiBs,P,0.005
-,25/11/2016,20:52:27,fsdl,172.30.100.199,,,DC++ 0.851,50.95 GiBs,A,0.005
+,25/11/2016,20:52:27,fsdl,172.30.100.199,,,DC++ 0.851,50.95 GiBs,A,0.005
-,25/11/2016,20:54:52,fsdl,172.30.100.199,,,DC++ 0.851,50.95 GiBs,A,0.005
+,25/11/2016,20:54:53,fsdl,172.30.100.199,,,DC++ 0.851,50.95 GiBs,A,0.005
+,25/11/2016,20:55:12,RockSt@r,172.30.144.247,,,DC++ 0.851,20.54 GiBs,P,0.005
+,25/11/2016,20:55:38,KHM,172.30.120.211,,,StrgDC++ 2.41,51.07 GiBs,P,0.01
+,25/11/2016,20:56:32,r1,172.30.106.94,,,DC++ 0.843,31.78 GiBs,A,0.005
-,25/11/2016,20:56:56,fsdl,172.30.100.199,,,DC++ 0.851,50.95 GiBs,A,0.005
+,25/11/2016,20:56:57,fsdl,172.30.100.199,,,DC++ 0.851,50.95 GiBs,A,0.005
+,25/11/2016,20:58:22,precious1,172.30.102.114,,,DC++ 0.851,29.08 GiBs,A,0.005
+,25/11/2016,20:58:25,ALBI,172.30.104.176,,,DC++ 0.843,38.04 GiBs,A,0.005
+,25/11/2016,20:58:30,abc,172.30.122.63,,,DC++ 0.851,37.58 GiBs,A,0.005
-,25/11/2016,20:59:30,fsdl,172.30.100.199,,,DC++ 0.851,50.95 GiBs,A,0.005
+,25/11/2016,20:59:31,fsdl,172.30.100.199,,,DC++ 0.851,50.95 GiBs,A,0.005
-,25/11/2016,20:59:50,abc,172.30.122.63,,,DC++ 0.851,37.58 GiBs,P,0.005
-,25/11/2016,21:01:43,fsdl,172.30.100.199,,,DC++ 0.851,50.95 GiBs,A,0.005
+,25/11/2016,21:01:44,fsdl,172.30.100.199,,,DC++ 0.851,50.95 GiBs,A,0.005
-,25/11/2016,21:02:35,fsdl,172.30.100.199,,,DC++ 0.851,50.95 GiBs,A,0.005
+,25/11/2016,21:02:36,fsdl,172.30.100.199,,,DC++ 0.851,50.95 GiBs,A,0.005
+,25/11/2016,21:03:43,ann,172.30.121.189,,,DC++ 0.862,88.73 GiBs,P,0.005
-,25/11/2016,21:05:14,fsdl,172.30.100.199,,,DC++ 0.851,50.95 GiBs,A,0.005
+,25/11/2016,21:05:15,fsdl,172.30.100.199,,,DC++ 0.851,50.95 GiBs,A,0.005
-,25/11/2016,21:06:02,fsdl,172.30.100.199,,,DC++ 0.851,50.95 GiBs,A,0.005
+,25/11/2016,21:06:03,fsdl,172.30.100.199,,,DC++ 0.851,50.95 GiBs,A,0.005
-,25/11/2016,21:07:47,fsdl,172.30.100.199,,,DC++ 0.851,50.95 GiBs,A,0.005
+,25/11/2016,21:07:48,fsdl,172.30.100.199,,,DC++ 0.851,50.95 GiBs,A,0.005
-,25/11/2016,21:09:23,fsdl,172.30.100.199,,,DC++ 0.851,50.95 GiBs,A,0.005
+,25/11/2016,21:09:24,fsdl,172.30.100.199,,,DC++ 0.851,50.95 GiBs,A,0.005
+,25/11/2016,21:09:52,bgsgzgxgzxgxfxgx,172.30.103.16,,,DC++ 0.843,23.06 GiBs,P,1000
-,25/11/2016,21:09:54,1408,172.30.121.64,,,DC++ 0.851,48.43 GiBs,P,0.005
+,25/11/2016,21:09:55,1408,172.30.121.64,,,DC++ 0.851,48.43 GiBs,P,0.005
-,25/11/2016,21:10:08,fsdl,172.30.100.199,,,DC++ 0.851,50.95 GiBs,A,0.005
+,25/11/2016,21:10:09,fsdl,172.30.100.199,,,DC++ 0.851,50.95 GiBs,A,0.005
+,25/11/2016,21:12:07,SeRiAL_KiLLeR,172.30.104.56,,,DC++ 0.863,156.89 GiBs,A,1000
-,25/11/2016,21:12:28,ghanta,172.30.106.159,,,DC++ 0.851,46.96 GiBs,P,0.005
-,25/11/2016,21:12:42,fsdl,172.30.100.199,,,DC++ 0.851,50.95 GiBs,A,0.005
+,25/11/2016,21:12:43,fsdl,172.30.100.199,,,DC++ 0.851,50.95 GiBs,A,0.005
-,25/11/2016,21:14:40,fsdl,172.30.100.199,,,DC++ 0.851,50.95 GiBs,A,0.005
+,25/11/2016,21:14:41,fsdl,172.30.100.199,,,DC++ 0.851,50.95 GiBs,A,0.005
-,25/11/2016,21:14:43,1408,172.30.121.64,,,DC++ 0.851,48.43 GiBs,P,0.005
